,SSB_Include,CSB_Include,Material,CS Length,BB Drop,Stack,SS E,ST Angle,BB OD,TT OD,HT OD,DT OD,CS OD,SS OD,ST OD,CS F,HT LX,ST UX,HT UX,HT Angle,HT Length,ST Length,BB Length,Dropout Offset,SSB OD,CSB OD,SSB Offset,CSB Offset,SS Z,SS Thickness,CS Thickness,TT Thickness,BB Thickness,HT Thickness,ST Thickness,DT Thickness,DT Length,batch
11082,1,0,Aluminum,0.36879,-0.02328,0.62621,0.10671,74.71671,0.04403,0.02782,0.03716,0.0457,0.032701,0.017779,0.027715,0.01144,0.060619,0.044582,0.022748,66.44233,0.11613,0.61987,0.06937,0.128053,0.01353,0.0126413872420262,0.33,0.303802,0.009811,0.003127,0.002394,0.006293,0.006837,0.00092062,0.00098997,0.007342,0.569912,Generated 36
4583,1,0,Titanium,0.44,0.07147,0.57027,0.14739,73.48097,0.03823,0.02884,0.05,0.0365,0.020533,0.01631,0.039239,0.015,0.054491,0.047393,0.034418,72.34778,0.16506,0.57777,0.073,0.135,0.014782,0.0126413872420262,0.33,0.35,0.014467,0.002696,0.003307,0.00121,0.00055626,0.004924,0.008034,0.005162,0.689134,Generated 2
8123,0,0,Steel,0.368511,0.006652,0.56488,0.051488,72.6830767633362,0.03958,0.03278,0.04654,0.04901,0.023967,0.014022,0.036671,0.0148,0.065011,0.041044,0.061855,71.55347,0.1224,0.401488,0.07104,0.126527,0.0112947552083332,0.0126413872420262,0.33025,0.333941,0.00889,0.001802,0.001849,0.002996,0.003065,0.00193,0.012096,0.002452,0.572092,Generated 20
12753,0,0,Steel,0.377762,-0.007927,0.5642,0.051809,71.97369771718473,0.03861,0.02823,0.04307,0.03388,0.021821,0.014549,0.030888,0.01473,0.041201,0.041355,0.044848,71.27088,0.13515,0.344791,0.06569,0.129256,0.0112947552083332,0.0126413872420262,0.329463,0.348617,0.009033,0.001728,0.001782,0.010208,0.002054,0.01354,0.00486,0.003104,0.597378,Generated 43
14522,1,1,Steel,0.409824,-0.008996,0.54126,0.0465,74.01337017207094,0.03971,0.02884,0.04436,0.03668,0.022127,0.012394,0.031568,0.01497,0.044817,0.067778,0.028752,67.68655,0.11068,0.250327,0.07304,0.134936,0.015876,0.017779,0.330098,0.350066,0.008882,0.003165,0.001618,0.003447,0.00037875,0.003482,0.003178,0.001356,0.649981,Generated 52
13272,1,1,Steel,0.413324,0.050239,0.56351,0.065177,72.97494146417583,0.03932,0.02879,0.04236,0.03617,0.022206,0.013417,0.030446,0.01488,0.044929,0.04818,0.035174,71.94023,0.13306,0.520642,0.06866,0.13498,0.015959,0.017981,0.330375,0.343537,0.00893,0.003463,0.001999,0.001834,0.003014,0.002679,0.00403,0.003208,0.66001,Generated 46
4350,1,1,Steel,0.41421,0.06529,0.52701,0.04393,72.96247,0.0393,0.02639,0.04473,0.03669,0.021226,0.012755,0.03063,0.01487,0.048962,0.046772,0.03222,72.11877,0.1596,0.56087,0.06764,0.130089,0.015392,0.018213,0.329785,0.350356,0.008706,0.001639,0.000557,0.000902,0.00037623,0.006288,0.00053,0.001546,0.649358,Generated 1
13816,0,0,Aluminum,0.401996,0.008791,0.56242,0.037907,71.80748266081727,0.03888,0.03653,0.04856,0.03958,0.030576,0.014886,0.03094,0.01481,0.045964,0.076244,0.027352,68.6746,0.10337,0.294421,0.06806,0.127548,0.0112947552083332,0.0126413872420262,0.328254,0.318074,0.009016,0.007727,0.003942,0.002676,0.007958,0.001587,0.001115,0.002398,0.594661,Generated 49
14814,1,1,Steel,0.4343,0.048473,0.5657,0.04511,73.54463339987441,0.03987,0.02901,0.04436,0.03632,0.022626,0.014037,0.031825,0.01505,0.053645,0.052249,0.030408,71.59707,0.1176,0.483912,0.06798,0.13499,0.016037,0.017965,0.330042,0.34996,0.009188,0.000334,0.001742,0.00254,0.001298,0.001087,0.004198,0.003413,0.692976,Generated 54
7542,1,1,Aluminum,0.422467,0.034463,0.5656,0.108244,73.69887363832365,0.04,0.02796,0.04276,0.03954,0.02585,0.016614,0.030527,0.015,0.041839,0.036725,0.030373,70.99419,0.14052,0.517642,0.068,0.13,0.01594,0.017904,0.33,0.330116,0.009,0.001304,0.00109,0.004929,0.003796,0.001933,0.005125,0.004669,0.651335,Generated 17
1590,1,1,Aluminum,0.405,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0499,0.049,0.034,73.0,0.145,0.515,0.068,0.135,0.016,0.018,0.33,0.35,0.009,0.003074,0.00574,0.002271,0.001263,0.002583,0.006033,0.004858,0.653639,3_3
1109,0,0,Steel,0.405,0.07,0.5656,0.035,73.0,0.04,0.0254,0.0318,0.0365,0.02335,0.013,0.0286,0.015,0.0372,0.0169,0.0291,73.0,0.1418,0.5769,0.068,0.13,0.0158489361702121,0.0177589703095392,0.33,0.3,0.009,0.003962,0.000768,0.003587,0.005216,0.0021,0.008256,0.006846,0.649455,1_6
13581,0,0,Steel,0.398985,0.040926,0.56731,0.035984,72.90314985244595,0.04003,0.02939,0.04558,0.0375,0.02306,0.012732,0.034184,0.0147,0.057294,0.036784,0.055039,71.32471,0.12803,0.500971,0.06768,0.133435,0.0112947552083332,0.0126413872420262,0.330535,0.284407,0.008914,0.002015,0.002014,0.005703,0.002486,0.002194,0.010276,0.002082,0.636496,Generated 47
3009,1,1,Steel,0.429,0.07,0.5656,0.045,72.99997971982306,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0466,0.0221,0.0338,71.0,0.1215,0.5321,0.068,0.135,0.016,0.018,0.33,0.35,0.009,0.005014,0.00061,0.000753,0.008792,0.00082699,0.004784,0.005636,0.661857,2_5
12966,0,0,Aluminum,0.358874,-0.005596,0.56184,0.008663,71.2951438004113,0.03709,0.02891,0.0418,0.03564,0.028943,0.018935,0.031019,0.01505,0.038436,0.030066,0.025986,70.37714,0.10733,0.344426,0.07084,0.133753,0.0112947552083332,0.0126413872420262,0.329253,0.392711,0.008114,0.001016,0.002786,0.003729,0.001737,0.00212,0.007408,0.00040426,0.5653,Generated 44
5334,0,0,Titanium,0.4064,0.06818,0.5656,0.0471,74.21014,0.04,0.02952,0.0457,0.0365,0.023861,0.013981,0.033649,0.015,0.051316,0.047668,0.040346,73.63036,0.1499,0.56767,0.068,0.13,0.0112947552083332,0.0126413872420262,0.33,0.307004,0.009,0.000958,0.001096,0.00257,0.002836,0.008822,0.008923,0.002888,0.670929,Generated 5
3697,1,1,Steel,0.47,0.05,0.5036,0.04,73.0,0.0389,0.0286,0.0325,0.0365,0.0167,0.0083,0.0288,0.0111,0.03,0.37,0.0195,71.0,0.14,0.575,0.068,0.1135,0.014,0.018,0.33,0.4,0.009,0.001512,0.001063,0.002527,0.00090352,0.004795,0.000587,0.00092086,0.682681,2_8
14486,1,1,Steel,0.424466,0.055157,0.56647,0.04655,76.17004060872287,0.04009,0.02914,0.0435,0.03596,0.024346,0.012562,0.031763,0.01497,0.051693,0.175945,0.037415,73.86975,0.09062,0.635417,0.06797,0.129959,0.01593,0.01793,0.329988,0.350007,0.008727,0.003224,0.001138,0.001283,0.00056225,0.002672,0.002145,0.00192,0.636551,Generated 52
1766,0,0,Steel,0.38,0.0474,0.5656,0.045,77.00002727074938,0.04,0.02695,0.035,0.0325,0.0205,0.012,0.0275,0.015,0.0391,0.0285,0.0287,77.0,0.1919,0.6085,0.068,0.13,0.0158489361702121,0.0177589703095392,0.33,0.35,0.009,0.002708,0.009557,0.003608,0.001173,0.00061814,0.00093102,0.002347,0.651101,1_10
8808,0,0,Titanium,0.41149,0.067614,0.565,0.029786,72.73372623242577,0.04096,0.02867,0.04522,0.03592,0.022639,0.012912,0.02991,0.01462,0.0397,0.031219,0.032629,72.95874,0.14189,0.531782,0.06856,0.130046,0.0112947552083332,0.0126413872420262,0.329557,0.350244,0.008372,0.006758,0.007372,0.007999,0.002571,0.00179,0.002036,0.004327,0.654238,Generated 24
4655,1,1,Aluminum,0.37554,0.0516,0.5656,0.04199,74.30059,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.04882,0.041586,0.033198,72.50126,0.11908,0.52343,0.068,0.13,0.012792,0.014391,0.33,0.339975,0.009,0.003126,0.000663,0.005029,0.007885,0.001188,0.006932,0.007933,0.598107,Generated 2
11889,0,0,Titanium,0.409774,0.083004,0.56613,0.053811,73.5992935735299,0.04283,0.03496,0.04319,0.04562,0.026888,0.014782,0.031609,0.01472,0.060023,0.035376,0.031131,71.84648,0.13038,0.481968,0.06868,0.12658,0.0112947552083332,0.0126413872420262,0.329337,0.322329,0.008649,0.00167,0.002942,0.002095,0.002762,0.005935,0.002273,0.00305,0.646946,Generated 40
14061,1,0,Steel,0.400578,0.042737,0.5626,0.042887,73.03819600475828,0.03827,0.02832,0.04532,0.03672,0.023221,0.01369,0.031266,0.01526,0.044948,0.036805,0.024748,70.82478,0.10264,0.397763,0.06845,0.135884,0.016415,0.0126413872420262,0.329263,0.3781,0.00877,0.003151,0.002079,0.003436,0.005075,0.00281,0.002748,0.009145,0.630343,Generated 50
633,0,0,Titanium,0.405,0.07,0.5656,0.045,74.0000202554444,0.04,0.0302,0.038,0.0365,0.02335,0.013,0.035,0.015,0.0407,0.023,0.0346,72.5,0.1546,0.593,0.068,0.13,0.0158489361702121,0.0177589703095392,0.33,0.3,0.007,0.005458,0.006354,0.001012,0.006028,0.006317,0.004499,0.003058,0.664889,3_1
4149,1,1,Aluminum,0.43809,0.06517,0.56542,0.04418,70.38269,0.04002,0.0285,0.04493,0.03651,0.023424,0.012954,0.03183,0.01501,0.046928,0.047782,0.030064,72.25922,0.1204,0.55205,0.06804,0.130065,0.016132,0.018366,0.329988,0.35016,0.009005,0.010112,0.000902,0.001555,0.008797,0.001145,0.005974,0.002675,0.657149,Generated 0
11515,1,1,Steel,0.513446,0.049769,0.63473,0.167413,74.87326523100329,0.05064,0.02905,0.04472,0.04024,0.026791,0.017709,0.039358,0.01399,0.068558,0.106427,0.028944,76.12295,0.11577,0.27138,0.08376,0.123856,0.014745,0.017204,0.33,0.305327,0.008616,0.003264,0.008602,0.003944,0.008701,0.005077,0.001033,0.007583,0.535006,Generated 38
11740,0,0,Steel,0.363605,0.008467,0.57498,0.029124,72.7733176160693,0.03958,0.02828,0.0454,0.03581,0.019475,0.014145,0.030184,0.0146,0.044683,0.041756,0.029396,70.45047,0.12522,0.367835,0.06907,0.127532,0.0112947552083332,0.0126413872420262,0.331057,0.335813,0.010367,0.002301,0.007393,0.005041,0.001482,0.006986,0.0102,0.006908,0.581797,Generated 39
3180,1,1,Steel,0.465,0.04,0.5152,0.03,69.50000973248692,0.04,0.0286,0.0334,0.0365,0.02,0.0133,0.0286,0.015,0.04,0.02,0.035,72.0,0.1586,0.56,0.068,0.12,0.016,0.018,0.33,0.37,0.0125,0.000978,0.00098,0.002072,0.009895,0.004426,0.004521,0.00060805,0.637358,2_5
3761,1,1,Steel,0.38138,0.07,0.5656,0.045,90.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0492,0.054,0.0287,73.0,0.145,0.52,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.002132,0.00969,0.000614,0.002221,0.00169,0.000813,0.002667,0.658742,2_8
4027,1,1,Titanium,0.42,0.078,0.5914,0.18,73.29998042135355,0.04,0.0283,0.055,0.0575,0.026,0.013,0.035,0.015,0.0681,0.1485,0.0311,71.9,0.1744,0.631,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.002448,0.002007,0.001723,0.001388,0.002066,0.000649,0.00087939,0.668328,3_2
5136,1,1,Steel,0.40656,0.07105,0.53453,0.0374,74.21756,0.04282,0.03158,0.04509,0.0365,0.02509,0.012718,0.029992,0.015,0.046893,0.022708,0.03237,72.21755,0.12215,0.50748,0.07409,0.13,0.016,0.018,0.33,0.35,0.009,0.005154,0.002672,0.005726,0.002767,0.00228,0.003066,0.003059,0.634174,Generated 4
9485,0,0,Titanium,0.382447,0.007666,0.55788,0.066322,72.06857952805838,0.04781,0.04353,0.048,0.04852,0.022023,0.01268,0.029449,0.01472,0.038793,0.161341,0.025678,68.11596,0.10512,0.303027,0.07332,0.125821,0.0112947552083332,0.0126413872420262,0.329678,0.310966,0.010464,0.004546,0.002122,0.002998,0.001406,0.002615,0.000238,0.005455,0.625518,Generated 29
10888,0,0,Steel,0.399047,0.058295,0.5656,0.045809,74.51436446813334,0.04,0.02423,0.03097,0.02686,0.02335,0.013,0.027259,0.015,0.034388,0.017737,0.029035,73.35252,0.13897,0.549931,0.068,0.121619,0.0112947552083332,0.0126413872420262,0.33,0.308094,0.009,0.001842,0.001045,0.001065,0.006482,0.001577,0.002283,0.001475,0.660392,Generated 35
5566,1,1,Titanium,0.418427,0.026611,0.58625,0.047334,73.03309668038162,0.03374,0.03586,0.05082,0.04545,0.025246,0.018855,0.037248,0.01511,0.044347,0.044228,0.023578,69.21119,0.11219,0.369981,0.0726,0.140071,0.004625,0.004604,0.330176,0.321931,0.009024,0.004711,0.001862,0.007134,0.006307,0.00071039,0.000806,0.007275,0.635339,Generated 6
6808,1,1,Titanium,0.40306,0.06644,0.56553,0.04407,73.27184,0.03973,0.02898,0.04462,0.03602,0.02406,0.014127,0.033449,0.01494,0.055233,0.055982,0.033311,74.04256,0.15588,0.60146,0.06811,0.130018,0.016041,7.8e-05,0.32995,0.349921,0.008122,0.001535,0.004004,0.005331,0.00014625,0.00090747,0.001887,0.002235,0.648129,Generated 13
6165,1,1,Titanium,0.411005,0.048988,0.55502,0.051768,73.37137096262686,0.03874,0.02702,0.03614,0.03587,0.020759,0.01131,0.027963,0.0158,0.035777,0.044379,0.021943,70.03782,0.11553,0.495446,0.06813,0.123107,0.001787,0.00073,0.335704,0.313984,0.009069,0.001149,0.000861,0.002777,0.01465,0.002153,0.002917,0.003463,0.622679,Generated 10
5948,1,1,Aluminum,0.38846,0.01654,0.55961,0.05564,70.27354,0.03948,0.03456,0.05052,0.05004,0.035277,0.027462,0.031566,0.01544,0.045893,0.042207,0.028323,67.1766,0.10815,0.30619,0.06847,0.133686,-0.003948,0.000934,0.330034,0.295123,0.008513,0.00808,0.002549,0.0021,0.009926,0.002192,0.002328,0.007837,0.63185,Generated 9
9596,0,0,Steel,0.369279,0.01033,0.5646,0.061599,71.67083222667857,0.0395,0.0341,0.05095,0.03447,0.023652,0.018024,0.036564,0.01481,0.038592,0.156836,0.027901,69.46049,0.13633,0.361064,0.06644,0.12287,0.0112947552083332,0.0126413872420262,0.329795,0.327773,0.008648,0.001533,0.001297,0.002557,0.002372,0.002125,0.001207,0.01144,0.585333,Generated 29
8044,0,0,Steel,0.393732,0.04012,0.56191,0.05097,73.32834183221253,0.04017,0.03203,0.04519,0.04168,0.022915,0.013407,0.037793,0.01522,0.061497,0.035266,0.057121,72.1831,0.13576,0.491031,0.07086,0.128149,0.0112947552083332,0.0126413872420262,0.329498,0.342414,0.008956,0.002326,0.002228,0.002814,0.003454,0.002978,0.010887,0.00267,0.617587,Generated 20
11860,1,1,Aluminum,0.411795,0.077582,0.55589,0.073,72.53886328630176,0.03964,0.02761,0.04247,0.03492,0.022202,0.01265,0.031118,0.01422,0.036723,0.059512,0.027031,71.01346,0.12091,0.508155,0.06713,0.132531,0.016186,0.017675,0.329608,0.356817,0.008521,0.007193,0.003,0.004994,0.01273,0.003847,0.003893,0.004989,0.644768,Generated 39
1386,0,0,Steel,0.405,0.07,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0499,0.049,0.034,73.0,0.145,0.515,0.068,0.13,0.0158489361702121,0.0177589703095392,0.33,0.3,0.009,0.001237,0.007896,0.002212,0.001897,0.003051,0.008012,0.003351,0.653639,1_8
7178,1,1,Steel,0.431203,0.072668,0.56424,0.045264,73.21122925888778,0.03911,0.02894,0.05541,0.03721,0.02149,0.011739,0.058051,0.01405,0.066986,0.049218,0.036342,72.98724,0.20933,0.669965,0.06836,0.129336,0.015348,0.0175,0.329629,0.35157,0.008589,0.003728,0.005703,0.000976,0.002767,0.001954,0.002919,0.001938,0.753296,Generated 15
4808,1,1,Titanium,0.42298,0.07573,0.56937,0.06219,73.35939,0.04,0.03608,0.05204,0.04308,0.025255,0.014438,0.035357,0.015,0.054601,0.046401,0.039653,73.21879,0.15417,0.5124,0.06856,0.133594,0.016,0.018,0.33,0.35,0.009,0.004172,0.002646,0.001605,0.00279,0.003495,0.003213,0.002189,0.682767,Generated 3
2224,0,0,Steel,0.405,0.07,0.5656,0.045,74.0000202554444,0.04,0.0286,0.036,0.0365,0.02335,0.013,0.0286,0.015,0.042,0.0214,0.0342,73.0,0.1694,0.5714,0.068,0.13,0.0158489361702121,0.0177589703095392,0.33,0.35,0.009,0.00118,0.008402,0.006253,0.005308,0.006649,0.0006631,0.002931,0.662565,1_12
13501,0,0,Steel,0.383172,0.000488,0.56124,0.036422,71.10898981277329,0.03952,0.02866,0.04638,0.04179,0.030432,0.017693,0.030752,0.01465,0.04903,0.046214,0.034249,68.63049,0.0978,0.264937,0.06824,0.12837,0.0112947552083332,0.0126413872420262,0.333495,0.310393,0.008549,0.002038,0.005311,0.013699,0.002,0.002113,0.006479,0.0026,0.592899,Generated 47
364,0,0,Steel,0.275,0.025,0.5656,0.045,71.49997621217057,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0464,0.031,0.0255,72.1,0.12,0.251,0.068,0.13,0.0158489361702121,0.0177589703095392,0.33,0.35,0.009,0.001359,0.001608,0.001148,0.003653,0.002304,0.00345,0.00253,0.485268,1_2
7523,1,1,Titanium,0.424317,0.068793,0.5656,0.032927,73.51707412992863,0.04,0.03116,0.04065,0.03959,0.02335,0.013966,0.030255,0.015,0.050407,0.057603,0.027451,72.03415,0.13293,0.500616,0.068,0.132415,0.015927,0.017884,0.33,0.325854,0.010594,0.001872,0.004173,0.002637,0.001544,0.003326,0.004726,0.004959,0.701562,Generated 17
9808,0,0,Steel,0.374862,0.012365,0.58133,0.061248,73.47203964723134,0.04033,0.02821,0.04503,0.03634,0.023108,0.013424,0.031336,0.01522,0.042808,0.038054,0.030309,73.9139,0.11999,0.406257,0.07194,0.130213,0.0112947552083332,0.0126413872420262,0.330068,0.347323,0.008762,0.002389,0.001924,0.006186,0.002104,0.004371,0.002764,0.002654,0.628032,Generated 30
4428,1,1,Titanium,0.39922,0.0733,0.56582,0.04363,72.89637,0.04021,0.02903,0.04362,0.04313,0.045393,0.012162,0.032923,0.01574,0.04097,0.057471,0.038288,73.75726,0.1468,0.55192,0.06815,0.130266,-0.000341,5.9e-05,0.330398,0.299615,0.009078,0.001569,0.000963,0.000809,0.007047,0.001823,0.001104,0.002007,0.66935,Generated 1
7235,0,0,Steel,0.371568,0.028795,0.5656,0.039902,72.4369913903275,0.04427,0.02814,0.04073,0.0365,0.02152,0.015218,0.031829,0.015,0.049942,0.08689,0.033645,73.85434,0.19287,0.617365,0.068,0.13,0.0112947552083332,0.0126413872420262,0.33,0.342717,0.009,0.001241,0.001455,0.002125,0.00052692,0.001595,0.00677,0.00071545,0.619442,Generated 16
12982,0,0,Steel,0.372744,0.006703,0.56186,0.102684,73.22715748559243,0.04076,0.02894,0.04556,0.03682,0.022793,0.013524,0.033019,0.01572,0.041701,0.040855,0.030287,73.2909,0.1301,0.436643,0.06843,0.126484,0.0112947552083332,0.0126413872420262,0.329496,0.337593,0.00894,0.001868,0.001921,0.002938,0.006589,0.00308,1.3e-05,0.002494,0.60487,Generated 45
9295,0,0,Titanium,0.413364,0.033673,0.5479,0.04069,69.67762664897748,0.03503,0.02415,0.03245,0.03204,0.0228,0.012723,0.027134,0.01512,0.039151,0.032879,0.022828,72.86314,0.12746,0.430584,0.06329,0.140006,0.0112947552083332,0.0126413872420262,0.331307,0.320976,0.00803,0.001626,0.003077,0.007111,0.00052798,0.002951,0.010341,0.002063,0.604792,Generated 27
7842,0,0,Steel,0.447416,0.064622,0.5493,0.058307,73.0776727968428,0.03793,0.02717,0.03667,0.03486,0.021628,0.013114,0.029496,0.01468,0.04035,0.023526,0.073444,71.46632,0.15531,0.659908,0.06717,0.128821,0.0112947552083332,0.0126413872420262,0.32793,0.334284,0.008828,0.002727,0.000743,0.014347,0.002446,0.001128,0.002463,0.008653,0.680397,Generated 19
10885,1,1,Steel,0.41007,0.072535,0.5656,0.027171,72.47406175967247,0.04049,0.0286,0.03455,0.0365,0.020595,0.011298,0.029207,0.01622,0.033941,0.018486,0.028067,72.44312,0.11792,0.529953,0.07011,0.13,0.013864,0.014064,0.33,0.362156,0.013862,0.002308,0.005002,0.003076,0.007286,0.003032,0.001699,0.001792,0.616376,Generated 35
9737,0,0,Steel,0.368728,0.007866,0.59182,0.058146,75.5468917107386,0.04012,0.02796,0.04323,0.0356,0.023284,0.013239,0.030846,0.01481,0.041949,0.026006,0.027592,71.39949,0.09355,0.366616,0.06926,0.130296,0.0112947552083332,0.0126413872420262,0.330013,0.347072,0.008651,0.00216,0.001584,0.001909,0.001066,0.002911,0.00233,0.00143,0.629199,Generated 30
8262,1,1,Steel,0.40876,0.07112,0.56558,0.008456,73.49311,0.0258,0.02378,0.03081,0.03578,0.015498,0.011428,0.027698,0.01466,0.039775,0.024874,0.034703,72.74344,0.13656,0.52403,0.07366,0.130051,0.015326,0.017483,0.329898,0.349477,0.009097,0.001442,0.006423,0.002782,0.001625,0.003599,0.001328,0.002853,0.662981,Generated 21
1607,0,0,Aluminum,0.38,0.05,0.5656,0.27,74.0,0.04,0.0277,0.045,0.0365,0.02335,0.021,0.0318,0.015,0.0366,0.125,0.0322,73.0,0.13,0.705,0.068,0.12,0.0158489361702121,0.0177589703095392,0.33,0.35,0.009,0.009452,0.003947,0.001561,0.003884,0.003756,0.001962,0.00158,0.612179,3_3
12554,0,1,Steel,0.447245,0.047316,0.57314,0.115996,71.52850951036807,0.03856,0.02804,0.04154,0.03682,0.023463,0.015068,0.031457,0.01487,0.048098,0.054236,0.059474,70.20125,0.21735,0.506784,0.06623,0.142343,0.0112947552083332,0.018298,0.330032,0.35898,0.010379,0.002346,0.001296,0.007112,0.002827,0.01531,0.010067,0.002777,0.722611,Generated 43
9771,0,0,Steel,0.423366,0.045721,0.56406,0.065044,74.52857382145258,0.04229,0.02921,0.03831,0.03942,0.02732,0.015398,0.030789,0.01441,0.044808,0.032186,0.030895,69.44954,0.10594,0.464754,0.07193,0.130348,0.0112947552083332,0.0126413872420262,0.329683,0.342279,0.012039,0.000844,0.008022,0.000794,0.00091038,0.003027,0.008693,0.002248,0.748174,Generated 30
10178,0,0,Steel,0.405,0.07,0.5656,0.045,74.0000202554444,0.04,0.02859,0.04356,0.0365,0.02335,0.013,0.031114,0.015,0.04824,0.046023,0.033729,72.90978,0.13868,0.521767,0.068,0.13,0.0112947552083332,0.0126413872420262,0.33,0.35,0.008639,0.002509,0.004868,0.005937,0.001092,0.001393,0.001179,0.004004,0.649588,Generated 33
5369,1,1,Aluminum,0.39818,0.0697,0.56581,0.16856,73.9261,0.04,0.03422,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.044858,0.052098,0.02975,74.27826,0.08177,0.53777,0.068,0.13,0.002365,0.002661,0.33,0.35,0.009,0.000942,0.003083,0.000806,0.001906,0.001142,0.00619,0.004155,0.628745,Generated 5
4091,1,1,Steel,0.39267,0.03068,0.56524,0.04376,72.54209,0.04003,0.02859,0.04502,0.03652,0.023425,0.012985,0.031814,0.015,0.045697,0.027671,0.03228,72.53081,0.1175,0.29897,0.06806,0.129996,-5.5e-05,-6.6e-05,0.32996,0.300583,0.008998,0.001099,0.002547,0.00249,0.002981,0.001707,0.003052,0.00095112,0.631786,Generated 0
14378,0,0,Steel,0.408907,0.039986,0.57001,0.039454,71.98269315456828,0.03977,0.02884,0.0481,0.03612,0.022146,0.014044,0.03124,0.01485,0.065869,0.048876,0.025645,69.33504,0.10972,0.376997,0.06822,0.131744,0.0112947552083332,0.0126413872420262,0.329177,0.307419,0.00908,0.002415,0.002604,0.001462,0.002783,0.005082,0.002366,0.001875,0.677035,Generated 51
252,0,0,Steel,0.425,0.075,0.5656,0.045,73.49999998763374,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0494,0.0484,0.0353,72.0,0.17,0.575,0.068,0.13,0.0158489361702121,0.0177589703095392,0.33,0.35,0.009,0.002519,0.000776,0.008928,0.001137,0.003712,0.002284,0.001715,0.678448,1_2
14757,1,1,Steel,0.432177,0.058546,0.56558,0.045395,74.26214844671675,0.04032,0.02865,0.04459,0.0371,0.024989,0.014343,0.031772,0.01489,0.045607,0.048358,0.033499,73.06211,0.14402,0.627546,0.06797,0.129951,0.015943,0.017967,0.329961,0.350025,0.008806,0.001364,0.00059,0.002123,0.00161,0.001399,0.002214,0.001671,0.666517,Generated 54
10702,0,0,Titanium,0.404011,0.061154,0.56417,0.047747,73.04942597754284,0.04549,0.0286,0.04234,0.03568,0.016015,0.011352,0.032116,0.02324,0.044445,0.037261,0.037143,73.22529,0.14817,0.581657,0.07816,0.124506,0.0112947552083332,0.0126413872420262,0.33,0.35,0.010923,0.004015,0.004464,0.00208,0.003608,0.001599,0.001646,0.002309,0.656351,Generated 35
8272,1,1,Steel,0.40074,0.03779,0.56554,0.16981,73.39188,0.03971,0.02578,0.03037,0.02465,0.024828,0.012557,0.029624,0.0151,0.034064,0.097233,0.035242,73.28986,0.15841,0.5962,0.06805,0.130061,0.01586,0.017722,0.330001,0.300112,0.007722,0.000979,0.00261,0.000788,0.001195,0.002766,0.002573,0.003973,0.620837,Generated 21
14745,1,1,Steel,0.410694,0.068477,0.56598,0.044312,73.94656329315869,0.04003,0.02914,0.03648,0.03659,0.023653,0.012565,0.031674,0.01506,0.044623,0.040945,0.032973,73.05394,0.14992,0.596988,0.06807,0.130073,0.015933,0.018088,0.329965,0.350023,0.008946,0.001315,0.004582,0.003982,0.003331,0.002948,0.00339,0.00471,0.656436,Generated 54
8165,0,0,Steel,0.392736,0.011291,0.56143,0.052433,69.46729384238495,0.03937,0.02953,0.05092,0.03721,0.027587,0.014066,0.034029,0.01474,0.042832,0.084668,0.030063,63.96052,0.08913,0.249222,0.06992,0.129221,0.0112947552083332,0.0126413872420262,0.333752,0.353065,0.008283,0.00141,0.00747,0.016468,0.002532,0.00367,0.003746,0.00221,0.60869,Generated 20
